shipment_id,shipment_date,warehouse_id,customer_id,planned_transit_days,actual_transit_days,delivery_status,shipment_value_inr,freight_revenue_inr,operational_cost_inr,profit_inr,profit_margin_pct,on_time_flag,delivery_date,warehouse_name,warehouse_region,state,customer_name,customer_segment,customer_region
953,2026-05-03,2,47,3.6,6.3,Delayed,893.85,499.15,444.02,55.13,11.04,0,2026-05-09,Bengaluru Hub,South,Karnataka,Customer_047,Retail,North
954,2025-12-28,7,108,3.1,3.1,Delivered,6095.42,509.6,345.57,164.03,32.19,1,2025-12-31,Kolkata Hub,East,West Bengal,Customer_108,Wholesale,North
955,2026-04-18,7,20,4.8,4.8,Delivered,646.27,901.63,634.0,267.63,29.68,1,2026-04-22,Kolkata Hub,East,West Bengal,Customer_020,Retail,West
956,2026-04-08,7,37,2.4,2.4,Delivered,674.42,432.61,321.63,110.98,25.65,1,2026-04-10,Kolkata Hub,East,West Bengal,Customer_037,Retail,North
957,2025-07-29,4,130,3.0,3.0,Delivered,699.12,139.66,84.84,54.82,39.25,1,2025-08-01,Mumbai Hub,West,Maharashtra,Customer_130,E-commerce,North
958,2025-11-26,6,36,3.9,3.9,Delivered,988.81,130.58,76.24,54.34,41.61,1,2025-11-29,Pune Hub,West,Maharashtra,Customer_036,Wholesale,North
959,2026-03-24,8,133,3.5,3.5,Delivered,2755.87,471.66,327.33,144.33,30.6,1,2026-03-27,Ahmedabad Hub,West,Gujarat,Customer_133,Retail,West
960,2026-04-22,8,64,3.8,3.8,Delivered,2720.34,811.14,597.32,213.82,26.36,1,2026-04-25,Ahmedabad Hub,West,Gujarat,Customer_064,E-commerce,South
961,2025-07-11,6,7,3.8,3.8,Delivered,691.22,780.93,511.96,268.97,34.44,1,2025-07-14,Pune Hub,West,Maharashtra,Customer_007,Retail,North
962,2025-12-11,3,120,3.8,3.8,Delivered,786.92,884.57,529.37,355.2,40.16,1,2025-12-14,Chennai Hub,South,Tamil Nadu,Customer_120,E-commerce,South
963,2025-10-21,1,22,2.8,6.0,Delayed,2351.22,614.54,524.08,90.46,14.72,0,2025-10-27,Hyderabad Hub,South,Telangana,Customer_022,Retail,South
964,2026-01-03,5,46,2.4,2.4,Delivered,884.79,494.36,355.54,138.82,28.08,1,2026-01-05,Delhi Hub,North,Delhi,Customer_046,Wholesale,South
965,2026-04-21,6,110,3.4,3.4,Delivered,717.58,1216.08,908.61,307.47,25.28,1,2026-04-24,Pune Hub,West,Maharashtra,Customer_110,Retail,South
966,2026-02-17,2,46,4.9,7.4,Delayed,3511.87,650.58,538.22,112.36,17.27,0,2026-02-24,Bengaluru Hub,South,Karnataka,Customer_046,Wholesale,South
967,2026-02-12,3,28,3.2,3.2,Delivered,47.55,651.58,417.98,233.6,35.85,1,2026-02-15,Chennai Hub,South,Tamil Nadu,Customer_028,E-commerce,West
968,2026-05-06,6,87,3.9,3.9,Delivered,2270.75,969.77,586.5,383.27,39.52,1,2026-05-09,Pune Hub,West,Maharashtra,Customer_087,Wholesale,South
969,2025-10-06,6,35,3.3,3.3,Delivered,2263.73,283.51,158.94,124.57,43.94,1,2025-10-09,Pune Hub,West,Maharashtra,Customer_035,Enterprise,South
970,2025-08-24,3,129,5.4,5.4,Delivered,2175.89,622.99,405.07,217.92,34.98,1,2025-08-29,Chennai Hub,South,Tamil Nadu,Customer_129,Retail,North
971,2025-10-19,3,9,3.0,3.0,Delivered,1122.02,380.82,282.78,98.04,25.74,1,2025-10-22,Chennai Hub,South,Tamil Nadu,Customer_009,E-commerce,South
972,2025-11-29,4,9,3.9,3.9,Delivered,967.11,387.44,286.02,101.42,26.18,1,2025-12-02,Mumbai Hub,West,Maharashtra,Customer_009,E-commerce,South
973,2026-03-03,6,22,2.4,2.4,Delivered,3410.55,228.13,179.2,48.93,21.45,1,2026-03-05,Pune Hub,West,Maharashtra,Customer_022,Retail,South
974,2025-09-07,5,70,2.0,2.0,Delivered,3974.16,613.7,340.31,273.39,44.55,1,2025-09-09,Delhi Hub,North,Delhi,Customer_070,Enterprise,North
975,2026-05-08,2,141,3.2,3.2,Delivered,1066.07,325.11,193.17,131.94,40.58,1,2026-05-11,Bengaluru Hub,South,Karnataka,Customer_141,Enterprise,South
976,2026-04-15,1,147,4.5,4.5,Delivered,846.38,281.07,201.05,80.02,28.47,1,2026-04-19,Hyderabad Hub,South,Telangana,Customer_147,E-commerce,North
977,2026-03-07,1,65,3.9,3.9,Delivered,56.0,312.6,214.27,98.33,31.46,1,2026-03-10,Hyderabad Hub,South,Telangana,Customer_065,Retail,North
978,2025-08-05,5,140,1.0,1.0,Delivered,3191.9,447.07,326.15,120.92,27.05,1,2025-08-06,Delhi Hub,North,Delhi,Customer_140,Enterprise,West
979,2026-02-24,8,43,4.0,4.0,Delivered,2171.44,839.42,543.25,296.17,35.28,1,2026-02-28,Ahmedabad Hub,West,Gujarat,Customer_043,Retail,East
980,2025-11-25,3,17,1.5,1.5,Cancelled,0.0,0.0,0.0,0.0,0.0,0,,Chennai Hub,South,Tamil Nadu,Customer_017,Retail,South
981,2026-02-12,3,68,4.1,4.1,Delivered,2296.95,977.22,708.19,269.03,27.53,1,2026-02-16,Chennai Hub,South,Tamil Nadu,Customer_068,Wholesale,North
982,2026-03-01,8,29,3.8,3.8,Delivered,1341.33,333.98,217.81,116.17,34.78,1,2026-03-04,Ahmedabad Hub,West,Gujarat,Customer_029,E-commerce,East
983,2026-06-02,3,135,3.0,3.0,Delivered,1984.21,888.97,546.52,342.45,38.52,1,2026-06-05,Chennai Hub,South,Tamil Nadu,Customer_135,Enterprise,West
984,2026-06-30,8,44,4.0,4.0,In Transit,2045.03,714.27,446.71,267.56,37.46,,,Ahmedabad Hub,West,Gujarat,Customer_044,Enterprise,West
985,2026-01-17,6,133,2.9,5.5,Delayed,3703.91,613.78,477.55,136.23,22.2,0,2026-01-22,Pune Hub,West,Maharashtra,Customer_133,Retail,West
986,2025-12-01,8,134,3.4,3.4,Delivered,3675.85,371.24,205.22,166.02,44.72,1,2025-12-04,Ahmedabad Hub,West,Gujarat,Customer_134,Retail,South
987,2025-09-11,3,7,1.6,1.6,Delivered,525.13,761.76,550.74,211.02,27.7,1,2025-09-12,Chennai Hub,South,Tamil Nadu,Customer_007,Retail,North
988,2026-01-17,3,54,2.9,2.9,Delivered,207.05,472.73,346.84,125.89,26.63,1,2026-01-19,Chennai Hub,South,Tamil Nadu,Customer_054,Enterprise,East
989,2026-04-22,6,46,4.2,4.2,Delivered,339.85,856.85,640.88,215.97,25.21,1,2026-04-26,Pune Hub,West,Maharashtra,Customer_046,Wholesale,South
990,2025-07-17,8,138,1.7,1.7,Delivered,1188.62,269.65,160.4,109.25,40.52,1,2025-07-18,Ahmedabad Hub,West,Gujarat,Customer_138,Wholesale,West
991,2025-11-06,6,4,4.1,7.0,Delayed,3887.91,1039.13,979.76,59.37,5.71,0,2025-11-13,Pune Hub,West,Maharashtra,Customer_004,E-commerce,West
992,2026-02-02,5,91,1.0,1.0,Delivered,2179.08,883.2,558.9,324.3,36.72,1,2026-02-03,Delhi Hub,North,Delhi,Customer_091,Retail,East
993,2025-08-30,4,61,1.9,1.9,Delivered,2661.48,764.89,591.74,173.15,22.64,1,2025-08-31,Mumbai Hub,West,Maharashtra,Customer_061,E-commerce,West
994,2025-10-12,6,111,2.9,2.9,Cancelled,0.0,0.0,0.0,0.0,0.0,0,,Pune Hub,West,Maharashtra,Customer_111,Retail,West
995,2025-08-11,2,37,3.4,3.4,Delivered,395.48,872.63,489.13,383.5,43.95,1,2025-08-14,Bengaluru Hub,South,Karnataka,Customer_037,Retail,North
996,2025-07-25,3,3,2.6,2.6,Delivered,3829.34,944.08,641.53,302.55,32.05,1,2025-07-27,Chennai Hub,South,Tamil Nadu,Customer_003,Wholesale,South
997,2025-08-08,4,13,2.5,4.1,Returned,4126.22,428.33,398.36,29.97,7.0,0,2025-08-12,Mumbai Hub,West,Maharashtra,Customer_013,Wholesale,West
998,2026-04-17,1,88,4.4,4.4,Delivered,1158.0,468.37,363.1,105.27,22.48,1,2026-04-21,Hyderabad Hub,South,Telangana,Customer_088,E-commerce,South
999,2025-11-08,5,76,4.5,4.5,Delivered,623.68,571.37,409.96,161.41,28.25,1,2025-11-12,Delhi Hub,North,Delhi,Customer_076,Wholesale,South
1000,2026-02-14,8,8,2.7,2.7,Delivered,1323.73,542.09,410.13,131.96,24.34,1,2026-02-16,Ahmedabad Hub,West,Gujarat,Customer_008,Enterprise,North
1001,2025-10-16,4,83,2.8,2.8,Delivered,3236.45,656.42,501.02,155.4,23.67,1,2025-10-18,Mumbai Hub,West,Maharashtra,Customer_083,Retail,West
1002,2025-12-19,6,9,2.9,2.9,Delivered,1904.5,586.05,393.8,192.25,32.8,1,2025-12-21,Pune Hub,West,Maharashtra,Customer_009,E-commerce,South
1003,2025-10-10,3,78,5.6,5.6,Delivered,1433.62,880.31,684.06,196.25,22.29,1,2025-10-15,Chennai Hub,South,Tamil Nadu,Customer_078,Retail,West
1004,2026-06-19,3,124,3.2,3.2,Delivered,3023.25,453.23,331.28,121.95,26.91,1,2026-06-22,Chennai Hub,South,Tamil Nadu,Customer_124,Retail,East
1005,2025-07-12,3,146,4.9,4.9,Delivered,1769.22,444.56,256.65,187.91,42.27,1,2025-07-16,Chennai Hub,South,Tamil Nadu,Customer_146,Retail,West
1006,2026-04-01,4,42,4.0,4.0,Delivered,892.63,268.58,164.46,104.12,38.77,1,2026-04-05,Mumbai Hub,West,Maharashtra,Customer_042,E-commerce,East
1007,2025-10-09,3,41,3.1,3.1,Delivered,1935.3,975.34,561.48,413.86,42.43,1,2025-10-12,Chennai Hub,South,Tamil Nadu,Customer_041,Retail,South
1008,2025-08-13,6,89,2.5,2.5,Delivered,238.6,582.42,405.3,177.12,30.41,1,2025-08-15,Pune Hub,West,Maharashtra,Customer_089,Enterprise,West
1009,2026-05-01,8,77,4.1,4.1,Delivered,5457.73,788.36,477.6,310.76,39.42,1,2026-05-05,Ahmedabad Hub,West,Gujarat,Customer_077,Wholesale,East
1010,2025-07-17,4,54,2.3,4.8,Delayed,2630.71,754.74,719.37,35.37,4.69,0,2025-07-21,Mumbai Hub,West,Maharashtra,Customer_054,Enterprise,East
1011,2026-05-26,3,97,2.8,4.9,Delayed,286.18,872.8,744.97,127.83,14.65,0,2026-05-30,Chennai Hub,South,Tamil Nadu,Customer_097,E-commerce,West
1012,2025-08-26,1,98,3.9,8.1,Delayed,1158.58,168.98,148.13,20.85,12.34,0,2025-09-03,Hyderabad Hub,South,Telangana,Customer_098,E-commerce,East
1013,2026-05-07,1,56,2.9,2.9,Delivered,2148.67,1647.05,1267.2,379.85,23.06,1,2026-05-09,Hyderabad Hub,South,Telangana,Customer_056,Enterprise,South
1014,2026-04-29,2,100,2.8,2.8,Delivered,2210.95,438.15,333.28,104.87,23.93,1,2026-05-01,Bengaluru Hub,South,Karnataka,Customer_100,Retail,East
1015,2025-07-12,3,145,2.9,5.7,Delayed,2570.11,607.5,453.56,153.94,25.34,0,2025-07-17,Chennai Hub,South,Tamil Nadu,Customer_145,Retail,South
1016,2026-05-14,3,10,2.4,2.4,Delivered,1368.21,1511.36,865.71,645.65,42.72,1,2026-05-16,Chennai Hub,South,Tamil Nadu,Customer_010,Wholesale,North
1017,2025-09-18,4,44,3.7,8.1,Delayed,5027.62,382.49,340.08,42.41,11.09,0,2025-09-26,Mumbai Hub,West,Maharashtra,Customer_044,Enterprise,West
1018,2026-02-01,4,130,3.2,7.8,Delayed,5424.09,783.03,620.16,162.87,20.8,0,2026-02-08,Mumbai Hub,West,Maharashtra,Customer_130,E-commerce,North
1019,2026-06-04,7,142,1.7,1.7,Delivered,3195.47,791.19,559.0,232.19,29.35,1,2026-06-05,Kolkata Hub,East,West Bengal,Customer_142,Retail,South
1020,2026-03-21,8,130,2.7,2.7,Delivered,1924.76,718.67,509.2,209.47,29.15,1,2026-03-23,Ahmedabad Hub,West,Gujarat,Customer_130,E-commerce,North
1021,2025-11-26,3,19,2.8,4.4,Returned,617.6,554.68,552.61,2.07,0.37,0,2025-11-30,Chennai Hub,South,Tamil Nadu,Customer_019,E-commerce,South
1022,2025-09-19,2,80,2.8,2.8,Delivered,1819.11,413.61,244.21,169.4,40.96,1,2025-09-21,Bengaluru Hub,South,Karnataka,Customer_080,Retail,West
1023,2026-01-31,8,89,3.9,3.9,Delivered,6044.83,1242.22,958.09,284.13,22.87,1,2026-02-03,Ahmedabad Hub,West,Gujarat,Customer_089,Enterprise,West
1024,2026-01-14,3,1,2.4,2.4,Delivered,2022.07,550.35,347.35,203.0,36.89,1,2026-01-16,Chennai Hub,South,Tamil Nadu,Customer_001,E-commerce,East
1025,2026-01-16,8,130,6.2,6.2,Delivered,1837.82,295.4,228.25,67.15,22.73,1,2026-01-22,Ahmedabad Hub,West,Gujarat,Customer_130,E-commerce,North
1026,2025-07-25,6,27,4.7,4.7,Delivered,1592.72,188.97,113.55,75.42,39.91,1,2025-07-29,Pune Hub,West,Maharashtra,Customer_027,Retail,North
1027,2025-09-27,4,2,4.7,4.7,Delivered,966.56,657.47,387.92,269.55,41.0,1,2025-10-01,Mumbai Hub,West,Maharashtra,Customer_002,Enterprise,South
1028,2026-03-25,3,138,2.1,2.1,Delivered,896.07,505.55,355.88,149.67,29.61,1,2026-03-27,Chennai Hub,South,Tamil Nadu,Customer_138,Wholesale,West
1029,2025-11-20,8,19,1.0,1.0,Delivered,2887.59,779.55,604.9,174.65,22.4,1,2025-11-21,Ahmedabad Hub,West,Gujarat,Customer_019,E-commerce,South
1030,2025-08-28,4,141,2.8,2.8,Delivered,2530.71,336.62,226.11,110.51,32.83,1,2025-08-30,Mumbai Hub,West,Maharashtra,Customer_141,Enterprise,South
1031,2026-06-30,3,114,3.5,3.5,In Transit,501.72,518.84,296.06,222.78,42.94,,,Chennai Hub,South,Tamil Nadu,Customer_114,Wholesale,West
1032,2025-07-26,5,56,3.0,3.0,Delivered,4277.96,576.25,442.31,133.94,23.24,1,2025-07-29,Delhi Hub,North,Delhi,Customer_056,Enterprise,South
1033,2025-08-16,4,95,2.6,2.6,Delivered,2617.46,1000.27,674.57,325.7,32.56,1,2025-08-18,Mumbai Hub,West,Maharashtra,Customer_095,Wholesale,South
1034,2026-04-14,8,149,1.3,1.3,Delivered,5874.1,511.31,345.82,165.49,32.37,1,2026-04-15,Ahmedabad Hub,West,Gujarat,Customer_149,Retail,West
1035,2026-03-23,2,57,2.5,2.5,Delivered,971.02,172.48,104.18,68.3,39.6,1,2026-03-25,Bengaluru Hub,South,Karnataka,Customer_057,Retail,South
1036,2025-07-16,5,102,2.9,2.9,Delivered,3035.58,1307.68,784.15,523.53,40.04,1,2025-07-18,Delhi Hub,North,Delhi,Customer_102,E-commerce,West
1037,2026-01-15,6,70,2.7,6.8,Delayed,732.92,71.16,55.95,15.21,21.37,0,2026-01-21,Pune Hub,West,Maharashtra,Customer_070,Enterprise,North
1038,2026-04-08,3,82,2.6,2.6,Delivered,239.37,571.97,376.16,195.81,34.23,1,2026-04-10,Chennai Hub,South,Tamil Nadu,Customer_082,E-commerce,West
1039,2025-09-24,7,49,2.3,2.3,Delivered,3057.72,807.05,473.7,333.35,41.3,1,2025-09-26,Kolkata Hub,East,West Bengal,Customer_049,E-commerce,East
1040,2026-03-07,6,91,5.0,5.0,Delivered,714.99,602.07,478.23,123.84,20.57,1,2026-03-12,Pune Hub,West,Maharashtra,Customer_091,Retail,East
1041,2026-03-27,4,5,4.0,4.0,Delivered,2271.68,326.32,183.29,143.03,43.83,1,2026-03-31,Mumbai Hub,West,Maharashtra,Customer_005,Retail,East
1042,2026-05-31,5,57,4.3,7.1,Delayed,2030.77,446.22,303.97,142.25,31.88,0,2026-06-07,Delhi Hub,North,Delhi,Customer_057,Retail,South
1043,2025-10-25,6,92,3.5,3.5,Delivered,1276.47,488.84,388.46,100.38,20.53,1,2025-10-28,Pune Hub,West,Maharashtra,Customer_092,Wholesale,East
1044,2025-07-07,2,36,1.7,5.8,Delayed,727.69,506.0,362.26,143.74,28.41,0,2025-07-12,Bengaluru Hub,South,Karnataka,Customer_036,Wholesale,North
1045,2025-11-14,7,138,4.0,4.0,Delivered,2884.87,334.26,185.02,149.24,44.65,1,2025-11-18,Kolkata Hub,East,West Bengal,Customer_138,Wholesale,West
1046,2025-12-23,4,112,4.7,4.7,Delivered,1595.68,765.35,497.0,268.35,35.06,1,2025-12-27,Mumbai Hub,West,Maharashtra,Customer_112,Retail,East
1047,2026-05-24,5,148,4.8,4.8,Delivered,137.35,493.26,298.25,195.01,39.53,1,2026-05-28,Delhi Hub,North,Delhi,Customer_148,E-commerce,South
1048,2026-05-11,6,13,3.9,3.9,Delivered,1807.68,1295.92,973.83,322.09,24.85,1,2026-05-14,Pune Hub,West,Maharashtra,Customer_013,Wholesale,West
1049,2026-01-31,5,122,3.2,3.2,Delivered,397.57,392.82,240.94,151.88,38.66,1,2026-02-03,Delhi Hub,North,Delhi,Customer_122,Enterprise,North
1050,2025-09-20,5,109,3.2,5.2,Delayed,1225.1,130.87,109.33,21.54,16.46,0,2025-09-25,Delhi Hub,North,Delhi,Customer_109,Retail,West
1051,2026-02-08,6,147,3.8,3.8,Delivered,1759.84,369.79,252.45,117.34,31.73,1,2026-02-11,Pune Hub,West,Maharashtra,Customer_147,E-commerce,North
1052,2025-10-11,1,92,1.4,1.4,Delivered,29.62,91.51,68.75,22.76,24.87,1,2025-10-12,Hyderabad Hub,South,Telangana,Customer_092,Wholesale,East
1053,2026-03-30,3,102,3.9,3.9,Delivered,944.84,977.92,687.95,289.97,29.65,1,2026-04-02,Chennai Hub,South,Tamil Nadu,Customer_102,E-commerce,West
1054,2025-07-14,8,56,2.7,2.7,Delivered,1362.57,531.03,392.41,138.62,26.1,1,2025-07-16,Ahmedabad Hub,West,Gujarat,Customer_056,Enterprise,South
1055,2025-12-06,4,45,5.6,5.6,Delivered,2690.95,521.32,346.55,174.77,33.52,1,2025-12-11,Mumbai Hub,West,Maharashtra,Customer_045,Retail,South
1056,2025-11-29,4,60,2.9,2.9,Delivered,3358.46,1041.98,682.78,359.2,34.47,1,2025-12-01,Mumbai Hub,West,Maharashtra,Customer_060,Retail,South
1057,2025-10-16,7,54,3.4,7.2,Delayed,2125.17,566.48,453.82,112.66,19.89,0,2025-10-23,Kolkata Hub,East,West Bengal,Customer_054,Enterprise,East
1058,2026-01-04,7,37,3.4,6.3,Delayed,3768.55,811.6,688.73,122.87,15.14,0,2026-01-10,Kolkata Hub,East,West Bengal,Customer_037,Retail,North
1059,2026-04-27,7,37,2.4,2.4,Delivered,2542.64,743.18,490.94,252.24,33.94,1,2026-04-29,Kolkata Hub,East,West Bengal,Customer_037,Retail,North
1060,2025-10-06,4,14,3.7,3.7,Delivered,351.88,731.61,455.76,275.85,37.7,1,2025-10-09,Mumbai Hub,West,Maharashtra,Customer_014,Retail,West
1061,2025-11-08,5,95,3.6,3.6,Delivered,2875.89,1316.4,990.8,325.6,24.73,1,2025-11-11,Delhi Hub,North,Delhi,Customer_095,Wholesale,South
1062,2026-04-19,7,102,4.3,8.1,Delayed,498.88,470.98,358.72,112.26,23.84,0,2026-04-27,Kolkata Hub,East,West Bengal,Customer_102,E-commerce,West
1063,2025-12-18,6,42,4.0,4.0,Delivered,3226.17,1320.71,874.0,446.71,33.82,1,2025-12-22,Pune Hub,West,Maharashtra,Customer_042,E-commerce,East
1064,2025-12-30,3,1,3.4,3.4,Delivered,3032.27,228.1,130.15,97.95,42.94,1,2026-01-02,Chennai Hub,South,Tamil Nadu,Customer_001,E-commerce,East
1065,2026-06-29,2,23,2.3,2.3,In Transit,1951.58,651.09,417.75,233.34,35.84,,,Bengaluru Hub,South,Karnataka,Customer_023,Retail,West
1066,2025-08-08,4,28,2.3,2.3,Delivered,1597.49,605.44,457.49,147.95,24.44,1,2025-08-10,Mumbai Hub,West,Maharashtra,Customer_028,E-commerce,West
1067,2025-07-15,6,132,5.0,5.0,Delivered,1508.22,598.04,428.77,169.27,28.3,1,2025-07-20,Pune Hub,West,Maharashtra,Customer_132,Retail,South
1068,2025-07-04,3,18,3.3,3.3,Delivered,2669.41,619.35,361.04,258.31,41.71,1,2025-07-07,Chennai Hub,South,Tamil Nadu,Customer_018,E-commerce,South
1069,2026-06-14,3,49,5.5,5.5,Cancelled,0.0,0.0,0.0,0.0,0.0,0,,Chennai Hub,South,Tamil Nadu,Customer_049,E-commerce,East
1070,2026-01-26,1,47,2.3,2.3,Delivered,1138.82,398.45,311.34,87.11,21.86,1,2026-01-28,Hyderabad Hub,South,Telangana,Customer_047,Retail,North
1071,2025-12-08,8,115,5.6,5.6,Delivered,1609.15,352.35,214.15,138.2,39.22,1,2025-12-13,Ahmedabad Hub,West,Gujarat,Customer_115,E-commerce,East
1072,2025-07-16,6,39,2.2,2.2,Delivered,814.31,402.65,304.51,98.14,24.37,1,2025-07-18,Pune Hub,West,Maharashtra,Customer_039,Wholesale,West
1073,2025-10-16,4,6,2.7,2.7,Delivered,1510.34,837.02,578.43,258.59,30.89,1,2025-10-18,Mumbai Hub,West,Maharashtra,Customer_006,Retail,South
1074,2026-05-07,7,53,3.7,3.7,Delivered,3525.47,397.4,254.02,143.38,36.08,1,2026-05-10,Kolkata Hub,East,West Bengal,Customer_053,Enterprise,South
1075,2026-02-12,5,25,4.3,4.3,Delivered,611.95,836.56,663.29,173.27,20.71,1,2026-02-16,Delhi Hub,North,Delhi,Customer_025,E-commerce,West
1076,2025-12-17,7,99,3.9,8.1,Delayed,149.88,749.63,646.74,102.89,13.73,0,2025-12-25,Kolkata Hub,East,West Bengal,Customer_099,Retail,East
1077,2025-08-03,3,65,1.1,1.1,Delivered,798.6,256.43,161.38,95.05,37.07,1,2025-08-04,Chennai Hub,South,Tamil Nadu,Customer_065,Retail,North
1078,2026-03-08,3,133,2.6,2.6,Delivered,2609.82,985.36,589.94,395.42,40.13,1,2026-03-10,Chennai Hub,South,Tamil Nadu,Customer_133,Retail,West
1079,2026-03-04,2,8,1.9,1.9,Delivered,1912.96,634.15,488.04,146.11,23.04,1,2026-03-05,Bengaluru Hub,South,Karnataka,Customer_008,Enterprise,North
1080,2026-03-26,7,39,1.7,1.7,Delivered,480.05,1252.63,874.16,378.47,30.21,1,2026-03-27,Kolkata Hub,East,West Bengal,Customer_039,Wholesale,West
1081,2025-11-18,8,111,3.2,3.2,Delivered,2241.74,239.71,134.03,105.68,44.09,1,2025-11-21,Ahmedabad Hub,West,Gujarat,Customer_111,Retail,West
1082,2026-03-31,8,43,1.0,1.0,Delivered,1962.12,779.41,512.04,267.37,34.3,1,2026-04-01,Ahmedabad Hub,West,Gujarat,Customer_043,Retail,East
1083,2025-10-04,1,82,4.3,4.3,Delivered,3422.44,813.02,537.34,275.68,33.91,1,2025-10-08,Hyderabad Hub,South,Telangana,Customer_082,E-commerce,West
1084,2026-02-12,8,123,4.0,4.0,Delivered,2561.26,1139.45,847.59,291.86,25.61,1,2026-02-16,Ahmedabad Hub,West,Gujarat,Customer_123,Retail,East
1085,2025-08-08,3,133,5.0,5.0,Delivered,3225.68,568.78,346.72,222.06,39.04,1,2025-08-13,Chennai Hub,South,Tamil Nadu,Customer_133,Retail,West
1086,2026-04-28,3,4,2.0,2.0,Delivered,721.91,923.7,613.76,309.94,33.55,1,2026-04-30,Chennai Hub,South,Tamil Nadu,Customer_004,E-commerce,West
1087,2025-07-29,8,108,2.1,2.1,Delivered,501.35,1524.89,869.05,655.84,43.01,1,2025-07-31,Ahmedabad Hub,West,Gujarat,Customer_108,Wholesale,North
1088,2026-05-14,5,93,4.4,4.4,Delivered,1000.56,341.8,198.56,143.24,41.91,1,2026-05-18,Delhi Hub,North,Delhi,Customer_093,Wholesale,East
1089,2026-03-02,5,129,4.4,4.4,Delivered,1030.94,388.25,290.6,97.65,25.15,1,2026-03-06,Delhi Hub,North,Delhi,Customer_129,Retail,North
1090,2026-02-21,8,94,4.7,4.7,Delivered,1352.69,432.66,294.61,138.05,31.91,1,2026-02-25,Ahmedabad Hub,West,Gujarat,Customer_094,E-commerce,West
1091,2026-01-01,2,56,4.5,4.5,Delivered,594.51,475.94,307.7,168.24,35.35,1,2026-01-05,Bengaluru Hub,South,Karnataka,Customer_056,Enterprise,South
1092,2026-03-29,6,3,3.4,3.4,Delivered,875.3,299.0,184.35,114.65,38.34,1,2026-04-01,Pune Hub,West,Maharashtra,Customer_003,Wholesale,South
1093,2026-02-21,2,22,2.7,6.2,Delayed,4888.04,523.93,458.77,65.16,12.44,0,2026-02-27,Bengaluru Hub,South,Karnataka,Customer_022,Retail,South
1094,2026-02-24,2,56,4.0,4.0,Delivered,1876.18,594.94,396.85,198.09,33.3,1,2026-02-28,Bengaluru Hub,South,Karnataka,Customer_056,Enterprise,South
1095,2026-03-23,8,18,2.7,2.7,Delivered,1676.16,1032.87,713.59,319.28,30.91,1,2026-03-25,Ahmedabad Hub,West,Gujarat,Customer_018,E-commerce,South
1096,2026-06-24,5,116,3.3,3.3,Delivered,2222.05,638.8,508.54,130.26,20.39,1,2026-06-27,Delhi Hub,North,Delhi,Customer_116,Enterprise,North
1097,2026-06-05,7,84,2.8,2.8,Delivered,561.31,250.45,184.89,65.56,26.18,1,2026-06-07,Kolkata Hub,East,West Bengal,Customer_084,Retail,West
1098,2025-09-03,7,30,3.5,3.5,Delivered,412.67,1114.72,718.36,396.36,35.56,1,2025-09-06,Kolkata Hub,East,West Bengal,Customer_030,Retail,South
1099,2025-12-24,8,80,4.6,8.3,Delayed,1642.36,838.73,662.28,176.45,21.04,0,2026-01-01,Ahmedabad Hub,West,Gujarat,Customer_080,Retail,West
1100,2025-07-03,7,66,2.8,2.8,Delivered,354.73,925.86,600.71,325.15,35.12,1,2025-07-05,Kolkata Hub,East,West Bengal,Customer_066,E-commerce,South
1101,2025-11-19,6,10,2.6,2.6,Delivered,708.77,486.19,334.71,151.48,31.16,1,2025-11-21,Pune Hub,West,Maharashtra,Customer_010,Wholesale,North
1102,2025-12-05,5,59,3.1,3.1,Delivered,200.86,590.31,420.13,170.18,28.83,1,2025-12-08,Delhi Hub,North,Delhi,Customer_059,Retail,South
1103,2026-05-20,8,51,1.9,1.9,Delivered,2979.53,971.2,770.97,200.23,20.62,1,2026-05-21,Ahmedabad Hub,West,Gujarat,Customer_051,Enterprise,West
1104,2025-11-23,1,123,3.9,3.9,Delivered,1950.46,616.13,451.57,164.56,26.71,1,2025-11-26,Hyderabad Hub,South,Telangana,Customer_123,Retail,East
1105,2026-04-19,4,137,3.3,5.6,Delayed,992.25,764.16,619.38,144.78,18.95,0,2026-04-24,Mumbai Hub,West,Maharashtra,Customer_137,E-commerce,West
1106,2025-11-30,4,54,3.2,3.2,Delivered,5670.66,409.17,234.94,174.23,42.58,1,2025-12-03,Mumbai Hub,West,Maharashtra,Customer_054,Enterprise,East
1107,2026-01-09,8,81,3.6,7.1,Delayed,3185.11,363.73,262.44,101.29,27.85,0,2026-01-16,Ahmedabad Hub,West,Gujarat,Customer_081,Enterprise,North
1108,2025-09-11,8,137,1.6,1.6,Delivered,1786.43,979.42,607.42,372.0,37.98,1,2025-09-12,Ahmedabad Hub,West,Gujarat,Customer_137,E-commerce,West
1109,2026-05-01,1,9,4.7,4.7,Delivered,3666.67,1423.08,818.49,604.59,42.48,1,2026-05-05,Hyderabad Hub,South,Telangana,Customer_009,E-commerce,South
1110,2026-06-09,7,101,2.6,2.6,Delivered,1435.39,299.18,229.76,69.42,23.2,1,2026-06-11,Kolkata Hub,East,West Bengal,Customer_101,Retail,South
1111,2025-11-17,4,39,2.8,2.8,Delivered,1892.08,327.71,246.87,80.84,24.67,1,2025-11-19,Mumbai Hub,West,Maharashtra,Customer_039,Wholesale,West
